ชื่อเพลง,ชื่อนักร้อง,ชื่อวง,นาที,ลิ้ง url,ประเภทเพลง,ธีมงาน,ภาษา
Tegami,Angela Aki,-,5:14,https://www.youtube.com/embed/erGCAu_hFqM?si=D6gXqF_JJsXjbTgm,Carol,Graduation party,Japanese
Kimi ni Todoke,MAY'S,-,6:22,https://www.youtube.com/embed/xEmZCdre77U?si=gS1FJY09rZ25vJoe,J-Pop,Graduation party,Japanese
Sakura Nagashi,Utada Hikaru,-,4:30,https://www.youtube.com/embed/utXF0PGPD3Q?si=Le89OIBo9BE8v_DJ,Pop,Graduation party,Japanese
Goodbye,-,2NE1,4:03,https://www.youtube.com/embed/wEkLHC7l25w?si=y2Ew5Pj21UBgxqtH,K-Pop,Graduation party,Korean
Don't Forget,Crush,-,3:50,https://www.youtube.com/embed/TcytstV1_XE?si=rRSzhBnADGHIrRdj,R&B,Graduation party,Korean
Through the Night,IU,-,4:14,https://www.youtube.com/embed/6744glqD6lk?si=RMN7Eayj6W5IZfdb,Carol,Graduation party,Korean
Spring Day,-,BTS,4:32,https://www.youtube.com/embed/dhkyenhSkuE?si=Btd-8XKLCZlTe3i7,"K-Pop,Hip-Hop",Graduation party,Korean
You Were Beautiful,-,DAY6,4:44,https://www.youtube.com/embed/BS7tz2rAOSA?si=ijH6N2I-BrVnLHYH,Rock,Graduation party,Korean
Goodbye,Taemin (SHINee),-,3:30,https://www.youtube.com/embed/rodYTgMV9n8?si=64fBEsu8wAFXhB-S,"Pop, R&B",Graduation party,Korean
Remember,-,Apink,3:54,https://www.youtube.com/embed/8fF4MgLRzyg?si=PeO52hWmb4mku6sw,K-Pop,Graduation party,Korean
"Eyes, Nose, Lips",Taeyang (BIGBANG),-,4:36,https://www.youtube.com/embed/UwuAPyOImoI?si=UwDlHwqVqRh092_8,R&B,Graduation party,Korean
I Miss You,-,MAMAMOO,4:16,https://www.youtube.com/embed/2DngPY6sdyU?si=o0gV3_pt-9aJ5GR8,Carol,Graduation party,Korean
Goodbye,Park Hyo Shin,-,4:49,https://www.youtube.com/embed/NGznnPbpZa4?si=YXG9Z48GFziTX7Z2,Carol,Graduation party,Korean
Goodbye Road,-,iKON,4:03,https://www.youtube.com/embed/2O6dRaBbFoo?si=3eSXGp8xXLgTuuiF,"K-Pop, Hip-Hop",Graduation party,Korean
Don't Say Goodbye,-,Davichi,3:53,https://www.youtube.com/embed/PLDtDQjPs3k?si=8BRnJuEWZHuUy3Ch,Carol,Graduation party,Korean
Time for the Moon Night,-,GFRIEND,3:54,https://www.youtube.com/embed/_XyBa8QsVQU?si=YvZ1bT1lemwJFRmJ,K-Pop,Graduation party,Korean
Remember,-,Winner,4:15,https://www.youtube.com/embed/NTJ8esMHW2E?si=8OVZuZHBAWbznZ9Z,K-Pop,Graduation party,Korean
Goodbye,-,S.E.N.S.,5:15,https://www.youtube.com/embed/4eSotgzR9w0?si=pTqf_eJWJctw8f0e,EDM,Graduation party,Korean
Goodbye,Gummy,-,4:15,https://www.youtube.com/embed/S97vsGFGGas?si=XiwvU5fRMJyF8apZ,Carol,Graduation party,Korean
Goodbye,Hyolyn (SISTAR),-,3:39,https://www.youtube.com/embed/zwVEDVm6y0M?si=HOpsgKMB3Q0NSaNl,Pop,Graduation party,Korean
Goodbye,Lee Hi,-,3:10,https://www.youtube.com/embed/cUu-7p6GUdg?si=Q5o4ubOh3ArKXOWi,R&B,Graduation party,Korean
Goodbye,BoA,-,4:16,https://www.youtube.com/embed/rxv-NcIUy9c?si=m4_7fy5g-wqnMHkT,Pop,Graduation party,Korean
Ave Maria,Franz Schubert,-,6:16,https://www.youtube.com/embed/2H5rusicEnc?si=tUaFqH-dOoA2-0yR,Classical,Graduation party,ETC.
O Fortuna,Carl Orff,-,5:22,https://www.youtube.com/embed/GXFSK0ogeg4?si=DoGlzMrCVjZW8Lkb,Classical,Graduation party,ETC.
Panis Angelicus,César Franck,-,4:02,https://www.youtube.com/embed/2m-M3QJtdOE?si=8KST2m6wFWjuUvTw,Classical,Graduation party,ETC.
Dies Irae,Giuseppe Verdi,-,2:06,https://www.youtube.com/embed/X6cogix3cwQ?si=_GUm_6mCSJOdkYQg,Classical,Graduation party,ETC.
Ave Verum Corpus,Wolfgang A. Mozart,-,4:11,https://www.youtube.com/embed/gDKCK_6WLTg?si=eppAiSnz5xpYel3H,Classical,Graduation party,ETC.
Kyrie Eleison,Traditional,-,1:36,https://www.youtube.com/embed/ba09ioWI1dc?si=XrDArxz1oeql1QVO,Classical,Graduation party,ETC.
Gloria in Excelsis Deo,Antonio Vivaldi,-,2:20,https://www.youtube.com/embed/wXx_1pZV8tE?si=AtKaLV5KHq3-oR6s,Classical,Graduation party,ETC.
Sanctus,Gabriel Fauré,-,3:29,https://www.youtube.com/embed/XFLM99FprvM?si=70B5GuJgyXNrcrTd,Classical,Graduation party,ETC.
Agnus Dei,Samuel Barber,-,8:43,https://www.youtube.com/embed/KBA9uS5d3Ac?si=2CE5DtfKQUl8Gzrl,Classical,Graduation party,ETC.
Salve Regina,Franz Liszt,-,3:15,https://www.youtube.com/embed/0zln-uk3hd0?si=h2YuqLwNgQPAsAjX,Classical,Graduation party,ETC.
In Paradisum,Gabriel Fauré,-,3:26,https://www.youtube.com/embed/OYQe_by2PL8?si=E3JvQW1EG8PcmS_f,Classical,Graduation party,ETC.
Pie Jesu,Andrew L. Webber,-,3:58,https://www.youtube.com/embed/31oAcmBz044?si=_GDBKyC8V8j7LnXt,Classical,Graduation party,ETC.
"Veni, Veni, Emmanuel",Traditional,-,3:03,https://www.youtube.com/embed/FR-oUzimkLI?si=mLuLyGN1B6zUXiTy,Classical,Graduation party,ETC.
Adeste Fideles,Traditional,-,3:36,https://www.youtube.com/embed/uQwoCFLBiG8?si=g21BTwW62NhUjfi_,Classical,Graduation party,ETC.
Te Deum,Marc-A. Charpentier,-,2:02,https://www.youtube.com/embed/iwU37osOkQA?si=f2Nvb3kUsOVi7Ux1,Classical,Graduation party,ETC.
Ein Kompliment,-,Sportfreunde Stiller,3:18,https://www.youtube.com/embed/C4uXGzFZjqw?si=5T1IgVMi9SZZN3dQ,Indie Rock,Graduation party,German
Atemlos durch die Nacht,Helene Fischer,-,3:39,https://www.youtube.com/embed/haECT-SerHk?si=JzNpCtPAYdKlJ-vy,Pop,Graduation party,German
Nur noch kurz die Welt retten,Tim Bendzko,-,3:11,https://www.youtube.com/embed/kLVW82ryw2Q?si=RjHQvSwsmbY8E-qJ,Pop,Graduation party,German
Du bist das Licht,Gregor Meyle,-,3:52,https://www.youtube.com/embed/VO9j9QXJx6E?si=d4mRvRu7mTCvq4FV,Pop Rock,Graduation party,German
Wie soll ein Mensch das ertragen,Philipp Poisel,-,4:38,https://www.youtube.com/embed/MnNZNfixTOw?si=AJ6lqdsz3OEt-xVT,Pop,Graduation party,German
99 Luftballons,Nena,-,3:49,https://www.youtube.com/embed/TMSlTQmDLx4?si=nA88WTN2itZqnM7v,Pop,Graduation party,German
Über den Wolken,Reinhard Mey,-,3:52,https://www.youtube.com/embed/fZMFF8QH3ew?si=NBeJAmF1xSxj4pOG,Folk,Graduation party,German
Zeit zu gehen,Unheilig,-,4:14,https://www.youtube.com/embed/DGrPaVZH4mE?si=EIM1Utw-apnai4iB,Pop Rock,Graduation party,German
Ein letztes Mal,Sarah Connor,-,4:04,https://www.youtube.com/embed/HPtjfFHp4d4?si=JrLdahhaNcT6A1H7,Pop,Graduation party,German
Abschied nehmen,Xavier Naidoo,-,7:01,https://www.youtube.com/embed/L89feQxH2Zc?si=rAhS2PYBvIJVier9,"R&B, Soul",Graduation party,German
Ein Hoch auf uns,Andreas Bourani,-,4:01,https://www.youtube.com/embed/pg9k-lAM7M8?si=9Rmx5_h0Gu0SZrZV,Pop,Graduation party,German
Für immer,-,Santiano,3:23,https://www.youtube.com/embed/lU8JmZuk-8k?si=lMneTexLKTr448gf,Folk Rock,Graduation party,German
Das Beste,-,Silbermond,4:31,https://www.youtube.com/embed/LyYAQHDMqfA?si=nh9P3T6Fc0AmOA54,Pop Rock,Graduation party,German
La Vie en Rose,Édith Piaf,-,3:08,https://www.youtube.com/embed/qPU8mENUBXk?si=z9r7RJckylp-5xxJ,"Chanson, Pop",Graduation party,French
Ne me quitte pas,Jacques Brel,-,4:12,https://www.youtube.com/embed/oR_SZR_tmxM?si=1huXSm6rpXARGatA,Chanson,Graduation party,French
"Non, je ne regrette rien",Édith Piaf,-,2:23,https://www.youtube.com/embed/Q3Kvu6Kgp88?si=MtBEM6cTxq8MUdKS,Chanson,Graduation party,French
Pour que tu m'aimes encore,Céline Dion,-,4:11,https://www.youtube.com/embed/AzaTyxMduH4?si=4VtkGZ3_cqyc3tXH,Pop,Graduation party,French
Sous le ciel de Paris,Yves Montand,-,2:55,https://www.youtube.com/embed/L_1Z_WcF9Y4?si=rIRnD74sSsQB-Rmh,Chanson,Graduation party,French
La Bohème,Charles Aznavour,-,4:05,https://www.youtube.com/embed/fVfnEyLOkrM?si=Q3-fFSCoD-e8T1pr,Chanson,Graduation party,French
Tous les garçons et les filles,Françoise Hardy,-,3:09,https://www.youtube.com/embed/ty-4kYPbEX8?si=MZy9islGd3RJVN3_,Pop,Graduation party,French
Je t'aime... moi non plus,Serge Gainsbourg & Jane Birkin,-,4:26,https://www.youtube.com/embed/JIQiGN-vO-g?si=dNRbwef_UiJ6AOiE,"Pop, Chanson",Graduation party,French
L'Envie d'aimer,Daniel Lévi,-,5:09,https://www.youtube.com/embed/mCog_OTKjjE?si=y2rrOMu2_dKYdoWq,Pop,Graduation party,French
Le Temps des cathédrales,Bruno Pelletier,-,3:23,https://www.youtube.com/embed/lE8zM5dOuT4?si=rHCTBNtmlWna4xm9,"Musical, Pop",Graduation party,French
Dernière Danse,Indila,-,3:35,https://www.youtube.com/embed/K5KAc5CoCuk?si=YeDAGML4HtTVjpIV,Pop,Graduation party,French
"Ella, elle l'a",France Gall,-,4:52,https://www.youtube.com/embed/5v4X7gPSqd0?si=WMY9BOXyK7leaFhd,Pop,Graduation party,French
La Javanaise,Serge Gainsbourg,-,2:30,https://www.youtube.com/embed/51pK2k_Sa4o?si=2UWFYUclZcJozGG5,Chanson,Graduation party,French
"Paroles, paroles",Dalida & Alain Delon,-,4:09,https://www.youtube.com/embed/LYAvhujK4nA?si=9FqG7JfTwOdNlrJQ,"Chanson, Pop",Graduation party,French
Le Tourbillon,Jeanne Moreau,-,2:08,https://www.youtube.com/embed/ycprr4iYLTA?si=4I6cGYN3G3feVRT8,Chanson,Graduation party,French
Dans Macabre,Camille Saint-Saëns,-,7:10,https://www.youtube.com/embed/YyknBTm_YyM?si=K33TXPubnruRh2kC,Classical,Halloween party,French
Llorona,Ángela Aguilar,-,5:50,https://www.youtube.com/embed/h5z99EYHY4I?si=DzOQj8g3uHNQLbpH,Folk,Halloween party,Spanish
Scarlett,-,Closterkeller,4:06,https://www.youtube.com/embed/QkVJG-Yu0M8?si=Yk4twlc1HSxFhdex,Rock,Halloween party,ETC.
My Oh My,Camila Cabello ft. DaBaby,-,3:04,https://www.youtube.com/embed/6fd2kkLmSDQ?si=PNaJHUgyb_fzcZBW,"Pop,R&B",Halloween party,English
Animal,-,Maroon 5,4:41,https://www.youtube.com/embed/qpgTC9MDx1o?si=MZsUYuhd_m1CYnOe,Pop,Halloween party,English
Vlad the Impaler,-,Kasabian,2:13,https://www.youtube.com/embed/iDpxJHblYEU?si=5pAi0jTIXyJOhXoa,Rock,Halloween party,English
Bad Habid,Ed Sheeran,-,4:01,https://www.youtube.com/embed/orJSJGHjBLI?si=GXDvap45PZ_IRhUu,"Pop,Dance",Halloween party,English
Black Magic,-,Little Mix,3:46,https://www.youtube.com/embed/MkElfR_NPBI?si=HMYeFlyBeUzF8w4e,Pop,Halloween party,English
夜に駆ける (Yoru ni Kakeru),YOASOBI,-,4:22,https://www.youtube.com/embed/qerVyrLKzA0?si=MVd22ED2sdlJkXat,Pop,Halloween party,Japanese
Inferno,Sub Urban & Bella Poarch,-,3:54,https://www.youtube.com/embed/hgF1HI_kW6s?si=U9Kz3xBUZ8cY-Al9,Pop,Halloween party,English
look what you made me do,Taylor Swift,-,4:16,https://www.youtube.com/embed/3tmd-ClpJxA?si=9zeBRvmF4KiCxX5F,Pop,Halloween party,English
sweet but psycho,Ava Max,-,3:28,https://www.youtube.com/embed/WXBHCQYxwr0?si=8LaGhfRF1G5hev8O,Pop,Halloween party,English
all the good girl go to hell,Billie Eilish,-,3:42,https://www.youtube.com/embed/-PZsSWwc9xA?si=b2XRtf6tmhRr2f5Q,"Alternative,Pop",Halloween party,English
怪物 (Kaibutsu),-,YOASOBI,3:29,https://www.youtube.com/embed/dy90tA3TT1c?si=0-X00fro3zrCJbQu,Rock,Halloween party,Japanese
Heads Will Roll,-,Yeah Yeah Yeahs,3:41,https://www.youtube.com/embed/vw3k_jWa-gI?si=q5rNWvaHGRKYvfyb,"Alternative, Rock",Halloween party,English
Spooky,Dusty Springfield,-,2:44,https://www.youtube.com/embed/h8bAbvk5Hs4?si=7HL6AUoneCGhGNAR,"Pop, Jazz",Halloween party,English
Ghost,Ella Henderson,-,3:57,https://www.youtube.com/embed/tA8AfQaUnXM?si=TVLv9H14SpbQTIyX,"Pop, Soul",Halloween party,English
Witchcraft,Frank Sinatra,-,2:53,https://www.youtube.com/embed/_RCtDnfYPGo?si=883V-4FFJHsIoVmN,"Jazz, Classical",Halloween party,English
Scary Monsters,David Bowie,-,5:13,https://www.youtube.com/embed/HkMn_n5KzCc?si=ZhnHJ7TSJ4RIAaOV,Rock,Halloween party,English
Somebody's Watching Me,Rockwell,-,3:35,https://www.youtube.com/embed/7YvAYIJSSZY?si=-TwSb_DJ1dmkzITq,Pop,Halloween party,English
Make Me Wanna Die,-,The Pretty Reckless,3:53,https://www.youtube.com/embed/txBfhpm1jI0?si=EycInjQiwgdckRXn,"Rock, Alternative",Halloween party,English
Haunted,Beyoncé,-,5:21,https://www.youtube.com/embed/K4r4lysSgLE?si=PIvCC8iaw2UAL2py,"Pop, R&B",Halloween party,English
The Killing Moon,-,Echo & The Bunnymen,4:54,https://www.youtube.com/embed/LWz0JC7afNQ?si=Sdw2W-YVdnOYH_Sv,Alternative,Halloween party,English
Bela Lugosi's Dead,-,Bauhaus,9:36,https://www.youtube.com/embed/Yy9h2q_dr9k?si=5k4g7KdZoAw7XHBe,Rock,Halloween party,English
Every Day Is Halloween,-,Ministry,6:31,https://www.youtube.com/embed/KFPI9b9N6CQ?si=H_waAA8pkdcDzrvc,Metal,Halloween party,English
Hedwig's Theme,John Williams,-,5:09,https://www.youtube.com/embed/wtHra9tFISY?si=x2VKmbHwp1MancVV,"Classical, Soundtrack",Halloween party,Instrumental
Five Nights at Freddy's,-,The Living Tombstone,2:57,https://www.youtube.com/embed/l18A5BOTlzE?si=daLZQGm1fb_zMXTp,EDM,Halloween party,English
Surfin’ USA,-,The Beach Boys,2:27,https://www.youtube.com/embed/enlOHxQ0tb4?si=LjlcpQnlC7q70dsd,Rock,Halloween party,English
Cornflake Girl,Tori Amos,-,5:05,https://www.youtube.com/embed/tfC0-pVpQWw?si=Iawdyaz1T-cPNj4f,Rock,Halloween party,English
Ghost Town,-,The Specials,4:07,https://www.youtube.com/embed/jqZ8428GSrI?si=oN8eVACNtedLCrI6,Pop,Halloween party,English
Paranoid,-,Black Sabbath,2:48,https://www.youtube.com/embed/BOTIIw76qiE?si=IzBXMh7PKl8XStNK,Rock,Halloween party,English
Paint It Black,-,The Rolling Stones,3:46,https://www.youtube.com/embed/O4irXQhgMqg?si=DoXXNJPze70GpMEZ,Rock,Halloween party,English
Scary Monsters (And Super Creeps),David Bowie,-,5:12,https://www.youtube.com/embed/NHywdqH3F6Y?si=gr7CmsnE9rl6In-e,Rock,Halloween party,English
White Rabbit,-,Jefferson Airplane,2:33,https://www.youtube.com/embed/pnJM_jC7j_4?si=F4eFpy1cBv7JkSsq,Rock,Halloween party,English
The Perfect Drug,-,Nine Inch Nails,5:16,https://www.youtube.com/embed/paptCXJKJLw?si=2KYMUyQelf2Jl2Sw,Rock,Halloween party,English
Summertime Sadness,Lana Del Rey,-,4:25,https://www.youtube.com/embed/qSNxylmTI1A?si=0MIVh-IaSYZAxRAt,"Pop,Indie",Halloween party,English
Push It,-,Salt N Pepa,3:40,https://www.youtube.com/embed/9IF2kr3MDlA?si=Gi8-RMPHWePhWJfL,Hip-Hop,Halloween party,English
Bad Habit,-,The Offspring,3:43,https://www.youtube.com/embed/U43XOSiKfqM?si=h24qFoZ55Krca3EX,Rock,Halloween party,English
Where Is My Mind?,-,The Pixies,3:49,https://www.youtube.com/embed/OJ62RzJkYUo?si=m8-YLFkkBvPafgPT,Rock,Halloween party,English
I Wanna Be Your Dog,-,The Stooges,3:08,https://www.youtube.com/embed/3gsWt7ey6bo?si=HXGM4bwAQxNeCqL2,Rock,Halloween party,English
Spiderwebs,-,No Doubt,4:27,https://www.youtube.com/embed/UBVEie8bNdE?si=wUhj-94iYRHly5Do,Alternative Rock,Halloween party,English
The Phantom of the Opera,Andrew Lloyd Webber,-,4:24,https://www.youtube.com/embed/FKHMRGMkQHU?si=sEpxNc0YaWmvqdZE,Musical,Halloween party,English
Cry Little Sister,Gerard McMann,-,4:47,https://www.youtube.com/embed/NOiZuw7EToE?si=pZP9heka9fJHr5eK,Soundtrack,Halloween party,English
Toccata and Fugue in D Minor,Johann Sebastian Bach,-,9:26,https://www.youtube.com/embed/z69C2Jqp42Q?si=uHit5X-i-vNNd4os,Classical,Halloween party,Instrumental
Witchy Woman,-,Eagles,4:11,https://www.youtube.com/embed/fCcEjZQQNjo?si=X0J9S_4r5Q4q_iiu,Rock,Halloween party,English
The Devil Went Down to Georgia,-,The Charlie Daniels Band,3:35,https://www.youtube.com/embed/sh7BZf7D5Bw?si=LEu0jxo_GSmya9wX,Rock,Halloween party,English
Oogie Boogie's Song,Ed Ivory,-,3:06,https://www.youtube.com/embed/oxkj7sdlXyg?si=7UP-CSVgRFRxo7FS,Jazz,Halloween party,English
The Number of the Beast,-,Iron Maiden,4:51,https://www.youtube.com/embed/fyr79sB6nGg?si=StUlBZoiuj5Bd-qD,Metal,Halloween party,English
Bad Moon Rising,-,Creedence Clearwater Revival,2:20,https://www.youtube.com/embed/tKJwvQfraY8?si=wgHmBo0XIpZWMZt6,Rock,Halloween party,English
People Are Strange,-,The Doors,2:11,https://www.youtube.com/embed/AgHaGrZkkv4?si=8JGV46QzoyRPkrZx,Rock,Halloween party,English
Don’t Fear the Reaper,-,Blue Öyster Cult,5:09,https://www.youtube.com/embed/Dy4HA3vUv2c?si=-htZVCnrTabxgXyr,Rock,Halloween party,English
She Wolf,Shakira,-,3:51,https://www.youtube.com/embed/booKP974B0k?si=jNY1dsxcb7RewZex,Pop,Halloween party,English
The Munsters Theme,Jack Marshall,-,2:52,https://www.youtube.com/embed/5Q5ejnPnIe8?si=mUWVDPoreRiG_TFX,Instrumental,Halloween party,Instrumental
Crazy Party Night-Pumpkins Strike Back,-,Kyary Pamyu Pamyu,4:23,https://www.youtube.com/embed/2bJ49dOSP9o?si=nnNRI7sDHf5pWA_q,Pop,Halloween party,Japanese
Halloween night,-,AKB48,5:24,https://www.youtube.com/embed/1zUFu-aUVW4?si=A8ZAigLJoNcgmmJf,Pop,Halloween party,Japanese
Peek-A-Boo,-,Red Velvet,3:50,https://www.youtube.com/embed/6uJf2IT2Zh8?si=X-Bw7XD7LF3VBSBo,Pop,Halloween party,Korean
Married To The Music,-,SHINee,3:48,https://www.youtube.com/embed/bcu7yZBeSKw?si=w4IpFDFD8-6Up7Jp,Pop,Halloween party,Korean
Chase Me,-,Dreamcatcher,4:08,https://www.youtube.com/embed/zihoyz0u_cs?si=G8XZTzArwlSdRGlP,Rock,Halloween party,Korean
Full Moon,-,Sunmi,4:03,https://www.youtube.com/embed/8BBF3vRY85M?si=Yzy7pQYyHIAMEd32,Pop,Halloween party,Korean
Voodoo Doll,-,VIXX,4:28,https://www.youtube.com/embed/MOG7BexjPjM?si=9psgxIR6ZAX4__QX,Pop,Halloween party,Korean
Put It Straight,-,(G)I-DLE,4:16,https://www.youtube.com/embed/ORFa4Ihl3Tc?si=PoxiogyzjgIbBsjZ,Pop,Halloween party,Korean
The Black Cat Nero,-,ATEEZ,4:50,https://www.youtube.com/embed/VBZA_15mGGU?si=cLd44S0WYXmy9tY3,Pop,Halloween party,Korean
Up All Night,-,Stray Kids,3:50,https://www.youtube.com/embed/FL4kM5KheYk?si=OrEq12i3sVmmjVR8,Pop,Halloween party,Korean
Hush Rush,LEE CHAE YEON,-,3:40,https://www.youtube.com/embed/6MKcY5wTcpY?si=QcJdi8Gy_A4DAY5r,Pop,Halloween party,Korean
TT,-,TWICE,4:14,https://www.youtube.com/embed/ePpPVE-GGJw?si=wpX8EFT7zQp07Vqv,Pop,Halloween party,Korean
Monster,-,ARASHI,4:38,https://www.youtube.com/embed/JedKBJVHhiE?si=jqcfyLZqrEIfdhUn,Rock,Halloween party,Japanese
Fresh Blood,Eels,-,4:23,https://www.youtube.com/embed/EKkM3tV657k?si=zYfddlY6zfHPnT0F,Alternative,Halloween party,English
Halloween Walz,Moon blues,-,1:08,https://www.youtube.com/embed/BBg07EQFFt4?si=pHwsWknWlRHbLtgk,Jazz,Halloween party,English
Ghost Duet,Louie Zong,-,0:50,https://www.youtube.com/embed/_CzSCWpF7TM?si=PgKW3g1FCu5GFzQL,Indie,Halloween party,English
Spooky Halloween,Moon blues,-,1:36,https://www.youtube.com/embed/cXaEA4KQakg?si=35h7jTh-I1QIM8p8,Jazz,Halloween party,English
Go go Muck,The Cramps,-,3:03,https://www.youtube.com/embed/RVhdHAqoE_c?si=OUAAAdQ9FGT9_X0P,Rock,Halloween party,English
Halloween Night,Mike Block,-,2:24,https://www.youtube.com/embed/LCkv7dfQxAs?si=Lvg_kgfEkGCFxcQt,Classical,Halloween party,English
Ghost choir,Louie Zong,-,1:29,https://www.youtube.com/embed/kXF3VYYa5TI?si=NdjBk_3-W20mKNiL,Indie,Halloween party,English
The Ghost,NIVIRO,-,3:24,https://www.youtube.com/embed/lTEzfj8IAR0?si=pmDF1mkvjgijzezk,EDM,Halloween party,English
Skeleton Dance,Kyrylo Zaplotynskyi,-,2:30,https://www.youtube.com/embed/gBvWM8Jv3ZA?si=7yGSb-PuGOqH-c8k,Soundtrack,Halloween party,English
Tonight Tonight,Hot Chelle Rae,-,3:23,https://www.youtube.com/embed/QzlNFcT2aOE?si=Nb8kGmBntrVh3HNs,Pop,Halloween party,English
Ghost House,Tunes 4 kids,-,2:34,https://www.youtube.com/embed/g-v4dT9eNBY?si=pOGoROk8CC9ZePH1,Traditional,Halloween party,English
Halloweenie,Ashnikko,-,3:00,https://www.youtube.com/embed/iqSt1ZS_Znw?si=RTAO071z1I8VH3mt,Rap,Halloween party,English
Halloween Ghost,edit_2u,-,1:45,https://www.youtube.com/embed/RDMluaHzL7Q?si=he3DimhX2fpAKroB,EDM,Halloween party,English
Bark at the Moon,Ozzy Osbourne,-,4:23,https://www.youtube.com/embed/LplPi2CxNHI?si=NTKqsvLlzEUupcqd,Metal,Halloween party,English
Scooby-doo where are you,Larry Marks,-,1:01,https://www.youtube.com/embed/5jIeW-r99LE?si=6bS1mjYJX--0gJ_4,Pop,Halloween party,English
What's New Scooby Doo,Simple Plan,-,1:04,https://www.youtube.com/embed/lG3H1-tKzmM?si=-hnrV4kVoN_G2vFf,"Pop,Rock",Halloween party,English
Scooby doo and the ghoul school,Scrappy's Rap,-,1:18,https://www.youtube.com/embed/LlfKZ24IB1k?si=UOWhGTvbxxsrk3DQ,"Pop,Rock",Halloween party,English
It's Terror Time Again,-,Skycycle,2:40,https://www.youtube.com/embed/4bkQBOgaFAc?si=CHpsnjlTM7XTtFWe,"Pop,Rock",Halloween party,English
Dancing with Your Ghost,Sasha Alex Sloan,-,3:19,https://www.youtube.com/embed/Qzc_aX8c8g4?si=NCucpobq6GLFY7Sr,Pop,Halloween party,English
The Ghost Is Here,-,Skycycle,2:21,https://www.youtube.com/embed/18ZIb5k90l4?si=TnTP3Mch3WjWIeCV,Pop,Halloween party,English
Spooky Scary Skeletons,Andrew Gold,-,2:38,https://www.youtube.com/embed/sVjk5nrb_lI?si=OBfeOs2RYWpgvM-V,Pop,Halloween party,English
I want Candy,Bow Wow Wow,-,2:53,https://www.youtube.com/embed/JoXVYSV4Xcs?si=2XFfScDs3cLMG4BT,Pop,Halloween party,English
Bloody Mary,Lady Gaga,-,4:04,https://www.youtube.com/embed/VFwmKL5OL-Q?si=czH52xpC_X9bGYE4,Pop,Halloween party,English
Wednesday Main Title Theme,Danny Elfman,-,1:09,https://www.youtube.com/embed/vhBHaz9SaLI?si=Qm7qP_8FrEDIBRhL,Opera,Halloween party,Instrumental
Nothing Else Matters,Metallica,-,6:25,https://www.youtube.com/embed/tAGnKpE4NCI?si=GjVCxv6yJU79iWsF,Pop,Halloween party,English
Goo Goo Muck,-,The Cramps,3:06,https://www.youtube.com/embed/dlk1HPfrAcE?si=0EHHMN10vGBjAAWG,Jezz,Halloween party,English
5 นาทีบรรลุธรรม,-,บิทเติ้ล,5:51,https://www.youtube.com/embed/3aIcqeZ1ktY?si=c3-lI3lJnDEOTbul,ลูกทุ่ง,Buddhist,Thai
พระพุทธเจ้า,อมรภัทร เสริมทรัพย์,-,3:23,https://www.youtube.com/embed/R0V6eiIrbkY?si=o6WLAr3qMmP8PAHp,Hymn,Buddhist,Thai
แสงส่องธรรม,หญิง ธิติกานต์,-,4:11,https://www.youtube.com/embed/Ih6z7ClVyLk?si=VS14xQFWUBm1B7xc,ลูกทุ่ง,Buddhist,Thai
แสงแห่งธรรม,เพลิน พรหมแดน,-,4:39,https://www.youtube.com/embed/CNu-Swaii1w?si=-V4x9B1kJuD95sAx,ลูกทุุ่่ง,Buddhist,Thai
แสงไฟในธรรม,พงศ์พรหม สนิทวงศ์ ณ อยุธยา,-,2:58,https://www.youtube.com/embed/FIKi8nFa3JU?si=3NYJ8YzFOrVsRU6-,Traditional,Buddhist,Thai
วิสาขบูชา,ปัญจสิขะ,-,5:03,https://www.youtube.com/embed/-eSgD9RMS8E?si=NOaYdSh7bDn-YGOO,Traditional,Buddhist,Thai
วันอาสาฬหบูชา,ปัญจสิขะ,-,6:13,https://www.youtube.com/embed/hvLNQjJyIUw?si=niY4mojGMq5nq2GL,Traditional,Buddhist,Thai
วันมาฆบูชา,ปัญจสิขะ,-,3:59,https://www.youtube.com/embed/2Vkifs-IUyY?si=OS3Rtq4eXVElcgsu,Traditional,Buddhist,Thai
แสงเทียน,เพลงพระราชนิพนธ์,-,3:29,https://www.youtube.com/embed/vWdzg4YTkXc?si=d8MDnm0R-bAmncjm,Jazz,Buddhist,Thai
มีศีลสุขล้ำมีธรรมสุขใจ,สลา คุณวุฒิ,-,5:59,https://www.youtube.com/embed/c2zeq2Do9fM?si=IuioC5lQ1uYnCdHX,ลูกทุ่ง,Buddhist,Thai
ใส่บาตรรับอรุณ,เพลิน พรหมแดน,-,5:07,https://www.youtube.com/embed/bp56s9Ypo_k?si=C3b_q2o2AWkC3TRP,ลูกทุ่ง,Buddhist,Thai
หลวงปู่ทวดเหยียบใจ,โรม ศรีธรรมราช,-,4:39,https://www.youtube.com/embed/iP2VNYJxJ-Q?si=OfT-aNMQtSF-LkBb,ลูกทุ่ง,Buddhist,Thai
จิตตนคร,ปาน ธนพร,-,5:12,https://www.youtube.com/embed/x7SNs1NEMrQ?si=ZKnvLsdVvZn95OUI,Traditional,Buddhist,Thai
ดั่งดอกไม้บาน,-,เสถียรธรรมสถาน sds,3:16,https://www.youtube.com/embed/dhFt7eURm78?si=RCxUw27tDelgRx-9,เพื่อชีวิต,Buddhist,Thai
